"","genre","yob","age","pob","citizenship","citizenship_code","religion","age_arrival_ita","years_in_ita","legal_status","legal_status_binary","educational_title","years_of_education","recognized","italian_language_knowledge","recognized_binary","avg_monthly_salary","avg_working_hours_pw","avg_monthly_income_cohabiting_persons","marital_status","partner_citizenship","n_of_children","n_of_cohabiting_persons","personal_money_back_home","cohabiting_persons_money_back_home","GP","first_aid","specialist_visits_SSN","specialist_visits_private","volunteer_center","prevention"
"935","Female",1982,34,"Abroad","America","514","Catholic Christian",31,3,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"No","Very well","No",1400,37,3400,"Married","Italian",0,3,0,0,"Yes","No","Yes","No","No","Yes"
"936","Female",1965,51,"Abroad","Africa","450","Muslim",35,16,"Dual citizenship","Legal","Lower secondary school",8,"No","Very well","No",1700,36,1700,"Divorced/Separated","I do not have a spouse/partner",3,2,0,300,"Yes","Yes","Yes","Yes","No","Yes"
"937","Female",1972,44,"Abroad","Europe","256","Orthodox Christian",30,14,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Very well","No",1500,50,1500,"Single","I do not have a spouse/partner",1,2,0,0,"No","Yes","Yes","No","No","Yes"
"938","Male",1973,43,"Abroad","Africa","419","Muslim",23,20,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",3000,65,3000,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","Yes"
"939","Female",1980,36,"Abroad","Europe","243","Orthodox Christian",34,2,"Asylum seeker (pending decision or appeal outcome)","Illegal","University degree or postgraduate diploma",16,"Yes","Very","Yes",800,35,800,"Married","Same as respondent",2,4,0,0,"Yes","Yes","No","Yes","No","No"
"940","Male",1985,31,"Abroad","Asia","344","Muslim",28,3,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",2000,40,2500,"Single","I do not have a spouse/partner",0,2,0,1500,"Yes","No","Yes","Yes","No","Yes"
"941","Female",1976,40,"Abroad","Europe","254","Orthodox Christian",30,10,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very well","No",700,35,700,"Married","Same as respondent",3,1,200,200,"Yes","Yes","Yes","No","No","Yes"
"942","Female",1992,24,"Abroad","Africa","443","Catholic Christian",20,4,"Valid residence permit/visa","Legal","Vocational qualification",11,"Yes","Very well","Yes",900,50,900,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","No","Yes","No","No","Yes"
"943","Female",1983,33,"Abroad","Europe","243","Orthodox Christian",31,2,"Expired residence permit/visa not being renewed (overstayer)","Illegal","Vocational qualification",11,"No","Fairly","No",600,10,1300,"Married","Same as respondent",2,5,0,0,"No","No","No","No","No","No"
"944","Male",1978,38,"Abroad","Africa","419","Muslim",32,6,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"No","Very well","No",900,16,2500,"Married","Same as respondent",4,2,0,400,"No","Yes","No","No","No","Yes"
"945","Female",1986,30,"Abroad","Europe","243","No religion",18,12,"Valid residence permit/visa","Legal","Vocational qualification",11,"No","Very well","No",1100,37,1100,"Single","I do not have a spouse/partner",1,2,0,0,"Yes","No","No","Yes","No","Yes"
"946","Male",1980,36,"Abroad","Africa","436","Muslim",22,14,"Valid residence permit/visa","Legal","Lower secondary school",8,"Yes","Fairly","Yes",600,40,600,"Divorced/Separated","I do not have a spouse/partner",0,1,0,0,"No","Yes","Yes","Yes","No","No"
"947","Male",1992,24,"Abroad","Africa","436","Muslim",12,12,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very",NA,900,45,900,"Single","I do not have a spouse/partner",0,1,250,250,"Yes","Yes","Yes","No","No","Yes"
"948","Male",1980,36,"Abroad","Asia","330","Sikh",22,14,"CE long-term residence permit","Legal","None",0,NA,"Very well",NA,1800,38,1800,"Married","Same as respondent",2,4,0,300,"No","Yes","Yes","No","No","Yes"
"949","Female",1981,35,"Abroad","Europe","235","Orthodox Christian",24,11,"EU citizens (or dual citizenship of another EU country)","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1100,40,1300,"Married","Same as respondent",2,5,100,100,"Yes","No","Yes","No","No","Yes"
"950","Male",1976,40,"Abroad","Africa","419","Muslim",27,13,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Very","No",1300,40,1300,"Married","Same as respondent",2,1,300,300,"No","Yes","No","No","No","No"
"951","Female",1962,54,"Abroad","Asia","314","No religion",26,28,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Fairly","No",1000,56,1000,"Married","Other citizenship",3,5,0,0,"Yes","No","Yes","No","No","Yes"
"952","Male",1974,42,"Abroad","Africa","450","Muslim",22,20,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",1200,48,2500,"Married","Same as respondent",2,2,200,200,"Yes","Yes","Yes","No","No","Yes"
"953","Female",1985,31,"Abroad","Europe","235","Orthodox Christian",26,5,"EU citizens (or dual citizenship of another EU country)","Legal","Lower secondary school",8,"No","Fairly","No",250,8,1000,"Single","Same as respondent",1,2,50,50,"No","No","No","No","No","No"
"954","Male",1979,37,"Abroad","Africa","436","Muslim",20,17,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",1025,42,1025,"Married","Same as respondent",2,4,0,0,"Yes","Yes","Yes","No","No","No"
"955","Female",1973,43,"Abroad","Africa","436","Muslim",35,8,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"No","Very well","No",800,40,800,"Divorced/Separated","I do not have a spouse/partner",0,2,0,0,"Yes","No","No","No","No","No"
"956","Male",1982,34,"Abroad","Africa","460","Muslim",22,12,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very well","Yes",1200,40,1200,"Married","Same as respondent",2,1,200,200,"Yes","Yes","Yes","No","No","Yes"
"957","Male",1981,35,"Abroad","Asia","344","Muslim",26,9,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",800,20,800,"Married","Same as respondent",1,1,250,250,"No","No","Yes","No","No","Yes"
"958","Male",1990,26,"Abroad","Africa","419","Orthodox Christian",17,9,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very","Yes",1000,20,1000,"Single","I do not have a spouse/partner",0,1,300,300,"No","No","No","No","No","No"
"959","Male",1991,25,"Abroad","Europe","243","Orthodox Christian",12,13,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, not informed","Very well","No",1000,30,1000,"Married","Same as respondent",0,2,0,0,"Yes","Yes","Yes","No","No","No"
"960","Male",1991,25,"Abroad","Europe","243","Orthodox Christian",15,10,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,1200,48,2400,"Married","Same as respondent",0,2,0,0,"No","No","No","No","No","No"
"961","Male",1992,24,"Abroad","Asia","351","Muslim",8,16,"Valid residence permit/visa","Legal","Lower secondary school",8,NA,"Very well",NA,1300,60,2000,"Single","Other citizenship",0,2,0,0,"No","No","No","No","No","No"
"962","Male",1986,30,"Abroad","Asia","344","Muslim",28,2,"Valid residence permit/visa","Legal","Lower secondary school",8,"Yes","Little","Yes",600,36,600,"Married","Same as respondent",2,1,250,250,"No","No","No","No","No","No"
"963","Female",1970,46,"Abroad","Africa","458","Catholic Christian",37,9,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",1250,40,1600,"Married","Same as respondent",1,3,100,100,"Yes","Yes","Yes","No","No","Yes"
"964","Male",1991,25,"Abroad","Africa","450","Muslim",18,7,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1200,40,1200,"Married","Same as respondent",0,1,400,400,"Yes","No","Yes","No","No","Yes"
"965","Female",1973,43,"Abroad","Africa","450","Muslim",25,18,"CE long-term residence permit","Legal","Primary school",5,"No","Fairly","No",920,30,1060,"Divorced/Separated","I do not have a spouse/partner",2,3,100,100,"Yes","Yes","Yes","No","No","Yes"
"966","Male",1972,44,"Abroad","Africa","436","Muslim",34,10,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1250,48,1250,"Married","Same as respondent",2,1,400,400,"Yes","No","No","No","No","Yes"
"967","Male",1977,39,"Abroad","Europe","272","Muslim",30,9,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",1500,40,1580,"Married","Same as respondent",2,4,150,150,"Yes","No","Yes","No","No","Yes"
"968","Male",1970,46,"Abroad","Africa","436","Muslim",38,8,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Little","No",1100,30,1700,"Married","Same as respondent",0,2,200,300,"Yes","No","Yes","No","No","Yes"
"969","Male",1969,47,"Abroad","Europe","253","Muslim",36,11,"CE long-term residence permit","Legal","Primary school",5,"No","Fairly","No",1400,40,2500,"Married","Same as respondent",3,6,250,350,"Yes","Yes","Yes","No","No","Yes"
"970","Male",1976,40,"Abroad","Africa","436","Muslim",24,16,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",1150,39,1250,"Married","Same as respondent",2,6,150,250,"Yes","Yes","Yes","No","No","Yes"
"971","Female",1973,43,"Abroad","Africa","450","Muslim",32,11,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"No","Very well","No",900,48,1300,"Widowed","I do not have a spouse/partner",3,4,150,150,"Yes","Yes","Yes","No","No","Yes"
"972","Male",1962,54,"Abroad","Africa","450","Muslim",37,17,"CE long-term residence permit","Legal","Primary school",5,"No","Little","No",1500,54,2500,"Married","Same as respondent",5,3,300,500,"Yes","Yes","Yes","No","No","Yes"
"973","Male",1978,38,"Abroad","Africa","436","Muslim",34,4,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Very well","No",1300,48,2400,"Married","Same as respondent",1,3,300,550,"Yes","Yes","Yes","Yes","No","Yes"
"974","Male",1983,33,"Abroad","Africa","436","Muslim",24,9,"CE long-term residence permit","Legal","Primary school",5,"No","Very","No",1400,42,1600,"Married","Same as respondent",3,5,200,350,"Yes","Yes","No","No","No","Yes"
"975","Female",1966,50,"Abroad","America","615","Catholic Christian",0,50,"Dual citizenship","Legal","Upper secondary school",13,"No","Very well","No",1100,48,3000,"Married","Same as respondent",2,4,200,200,"Yes","Yes","Yes","No","No","Yes"
"976","Female",1981,35,"Abroad","Europe","243","Catholic Christian",28,7,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Very well","No",800,30,1050,"Single","I do not have a spouse/partner",0,2,300,320,"Yes","Yes","Yes","No","No","Yes"
"977","Male",1994,22,"Abroad","Africa","419","Orthodox Christian",10,12,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",1200,40,1200,"Single","I do not have a spouse/partner",0,1,300,300,"Yes","Yes","Yes","Yes","No","Yes"
"978","Male",1981,35,"Abroad","Africa","450","Muslim",25,10,"Dual citizenship","Legal","Upper secondary school",13,"No","Very well","No",1300,48,2300,"Married","Same as respondent",2,4,200,200,"Yes","Yes","Yes","Yes","No","Yes"
"979","Male",1988,28,"Abroad","Africa","450","Muslim",19,9,"CE long-term residence permit","Legal","Primary school",5,NA,"Fairly",NA,1450,45,1450,"Married","Same as respondent",1,3,150,150,"Yes","Yes","Yes","No","No","Yes"
"980","Male",1982,34,"Abroad","Africa","450","Muslim",17,17,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1500,45,1900,"Married","Same as respondent",2,4,300,450,"Yes","Yes","Yes","No","No","Yes"
"981","Male",1977,39,"Abroad","Africa","450","Muslim",28,11,"CE long-term residence permit","Legal","Primary school",5,"No","Fairly","No",1450,40,1600,"Married","Same as respondent",1,3,150,150,"Yes","Yes","Yes","No","No","Yes"
"982","Male",1971,45,"Abroad","Africa","450","Muslim",24,21,"CE long-term residence permit","Legal","None",0,NA,"Fairly",NA,1500,40,2450,"Married","Same as respondent",2,4,250,350,"Yes","Yes","Yes","No","No","Yes"
"983","Male",1980,36,"Abroad","Africa","423","Catholic Christian",31,5,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",1100,40,1100,"Married","Same as respondent",1,1,300,300,"Yes","No","Yes","No","No","Yes"
"984","Male",1986,30,"Abroad","Europe","253","Muslim",23,7,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very well","Yes",1300,40,1300,"Married","Same as respondent",0,2,200,200,"Yes","No","Yes","No","No","Yes"
"985","Male",1976,40,"Abroad","Africa","436","Muslim",31,9,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1300,48,1450,"Married","Same as respondent",2,4,200,200,"Yes","No","Yes","No","No","Yes"
"986","Female",1982,34,"Abroad","Africa","450","Muslim",25,9,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Fairly","Yes",1200,40,2100,"Married","Same as respondent",1,3,150,250,"Yes","No","Yes","No","No","Yes"
"987","Male",1983,33,"Abroad","Africa","436","Muslim",22,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1100,40,2000,"Married","Same as respondent",1,3,150,150,"Yes","No","Yes","No","No","Yes"
"988","Female",1982,34,"Abroad","Asia","314","No religion",24,10,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",600,15,1000,"Single","Same as respondent",0,2,50,100,"Yes","No","No","No","No","No"
"989","Male",1985,31,"Abroad","Africa","419","Muslim",28,3,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",500,25,500,"Single","I do not have a spouse/partner",0,1,70,70,"Yes","No","Yes","No","No","No"
"990","Female",1983,33,"Abroad","Asia","314","No religion",21,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Little","No",300,10,300,"Single","I do not have a spouse/partner",2,3,100,100,"Yes","Yes","No","No","No","Yes"
"991","Male",1994,22,"Abroad","Africa","436","Muslim",13,9,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very well",NA,1200,45,1800,"Single","I do not have a spouse/partner",0,4,0,400,"Yes","No","No","No","No","No"
"992","Male",1992,24,"Abroad","Africa","436","Muslim",13,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1800,40,1800,"Married","Same as respondent",3,5,200,200,"Yes","No","No","No","No","No"
"993","Male",1983,33,"Abroad","Africa","436","Muslim",15,18,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,1500,40,2000,"Married","Same as respondent",0,2,0,0,"Yes","No","No","No","No","No"
"994","Male",1972,44,"Abroad","Africa","436","Muslim",31,13,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1300,40,1300,"Married","Same as respondent",2,4,0,0,"Yes","Yes","Yes","No","No","No"
"995","Male",1968,48,"Abroad","Africa","436","Muslim",21,27,"Dual citizenship","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1600,40,2000,"Single","Same as respondent",5,6,300,400,"Yes","Yes","Yes","No","No","No"
"996","Male",1976,40,"Abroad","Africa","436","Muslim",30,10,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"No","Very","No",2000,45,2000,"Married","Same as respondent",3,5,200,200,"No","No","No","No","No","No"
"997","Male",1986,30,"Abroad","Africa","436","Muslim",2,28,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,2500,50,3500,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","No"
"998","Male",1989,27,"Italy","Africa","436","Muslim",0,27,"Dual citizenship","Legal","Lower secondary school",8,NA,"Very well",NA,1800,40,1800,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","No"
